x,y
-10.0,327.3770493164704
-9.797979797979798,315.1995308538701
-9.595959595959595,302.4960511347025
-9.393939393939394,290.12928402893004
-9.191919191919192,277.7124340292906
-8.98989898989899,265.9823828433771
-8.787878787878787,254.4094380097136
-8.585858585858587,243.97741195354
-8.383838383838384,232.7467307076312
-8.181818181818182,222.13366319235584
-7.979797979797979,210.99507434506896
-7.777777777777778,201.71359807487184
-7.575757575757576,191.62010049138206
-7.373737373737374,181.3066547200574
-7.171717171717171,171.8240419522013
-6.96969696969697,162.62591640129088
-6.767676767676768,153.79769928158166
-6.565656565656566,145.3202004928782
-6.363636363636363,136.78867801909573
-6.161616161616162,128.46324457371895
-5.959595959595959,120.84295937320175
-5.757575757575758,112.69858644441238
-5.555555555555555,105.41975854568797
-5.353535353535354,98.31710113025194
-5.151515151515151,91.482660246608
-4.94949494949495,85.13586464704223
-4.747474747474747,78.14578845874456
-4.545454545454546,72.2908092537776
-4.343434343434343,66.45721253807045
-4.141414141414142,60.26498982605524
-3.9393939393939394,55.410719942007574
-3.737373737373738,49.83133259846282
-3.5353535353535355,44.829897893030484
-3.333333333333333,41.05101893761937
-3.1313131313131315,36.675429687280946
-2.929292929292929,32.382374284329316
-2.7272727272727275,28.002736369822966
-2.525252525252525,24.167038945167736
-2.3232323232323235,21.36200944138239
-2.121212121212121,17.995986725774817
-1.9191919191919187,14.81044636311798
-1.717171717171718,12.555369280489812
-1.5151515151515156,9.736079079434884
-1.3131313131313131,8.478830147490935
-1.1111111111111107,5.979653764684062
-0.9090909090909101,4.766709855195836
-0.7070707070707076,3.0673389094599837
-0.5050505050505052,2.1689881585606017
-0.30303030303030276,1.3455924190273039
-0.10101010101010033,0.39450396370100616
0.10101010101010033,0.8201051890609159
0.30303030303030276,0.5391434818617526
0.5050505050505052,0.8628587433675348
0.7070707070707076,1.2347524542710513
0.9090909090909083,1.612470904854695
1.1111111111111107,2.8517083552609237
1.3131313131313131,3.209772340818146
1.5151515151515156,4.742926382397578
1.7171717171717162,6.276034813329239
1.9191919191919187,8.484420091865573
2.121212121212121,10.733419813684488
2.3232323232323235,13.058393227548994
2.525252525252524,16.297624446551776
2.7272727272727266,18.781105863465495
2.929292929292929,21.905864743072858
3.1313131313131315,25.614487809898314
3.333333333333334,28.925883518253055
3.5353535353535346,33.53209835284183
3.737373737373737,37.03020788098472
3.9393939393939394,42.38853579107328
4.141414141414142,46.895460214692285
4.3434343434343425,51.30371086081235
4.545454545454545,56.337725724367886
4.747474747474747,62.60784621070096
4.94949494949495,68.2308295735649
5.1515151515151505,74.23498717160392
5.353535353535353,80.5118912615561
5.555555555555555,86.31713165993398
5.757575757575758,93.33742129918922
5.9595959595959584,100.09426895208216
6.161616161616163,108.07418642418804
6.363636363636363,115.33984042875382
6.565656565656564,122.8069869310018
6.767676767676768,130.55172805666058
6.969696969696969,139.05397295994615
7.171717171717173,147.58069475608622
7.373737373737374,156.74286937565694
7.575757575757574,165.6715372677499
7.777777777777779,175.18811046303347
7.979797979797979,184.30635903600466
8.18181818181818,193.73877260895335
8.383838383838384,204.35156738255088
8.585858585858585,214.68220948640587
8.787878787878789,225.0237798446191
8.98989898989899,236.01939948414648
9.19191919191919,246.79093019356876
9.393939393939394,258.1154829478173
9.595959595959595,269.5714246434561
9.7979797979798,280.9796102646664
10.0,293.11573359845346
